Region;Comuna;Titular;Nombre;Tecnologia;Inversion_MUF;Capacidad_MW;Posicion;Plazo
Región de Antofagasta;NA;Titular189;Nombre189;Solar;4.08;227.46;98;5
Región de Tarapacá;NA;Titular1116;Nombre1116;Solar;0.288;11.1;32;3
Región de Antofagasta;NA;Titular72;Nombre72;Solar;8.64;750;8;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1918;Nombre1918;Solar;0.24;12;234;3
Región de Ñuble;NA;Titular985;Nombre985;Solar;0.216;11.016;528;5
Región de Ñuble;NA;Titular1001;Nombre1001;Solar;0.192;8;240;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1805;Nombre1805;Solar;1.584;24;270;2
Región de Antofagasta;NA;Titular160;Nombre160;Solar;3.432;200;22;4
Región de Antofagasta;NA;Titular39;Nombre39;Eólica;15.48;336;10;14
Región de Valparaíso;NA;Titular1259;Nombre1259;Solar;0.1944;10.3;215;3
Región de Valparaíso;NA;Titular1239;Nombre1239;Solar;0.264;9.755;10;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1863;Nombre1863;Solar;0.2472;10.26;78;4
Región de Ñuble;NA;Titular1087;Nombre1087;Solar;0.216;11.016;512;5
Región de Valparaíso;NA;Titular1499;Nombre1499;Solar;0.456;14.86;20;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1785;Nombre1785;Solar;0.2568;10.52;288;2
Región de Ñuble;NA;Titular987;Nombre987;Solar;0.264;10.5;80;4
Región de Valparaíso;NA;Titular1330;Nombre1330;Solar;0.2952;10.8;175;5
Región de Arica y Parinacota;NA;Titular270;Nombre270;Solar;0.2568;10.52;300;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1868;Nombre1868;Solar;0.264;9;300;2
Región de Valparaíso;NA;Titular1373;Nombre1373;Solar;0.2952;11.9;70;3
Región del Maule;NA;Titular2323;Nombre2323;Solar;0.288;13.3;308;3
Región de Antofagasta;NA;Titular242;Nombre242;Solar;66.9384;1009;68;2
Región de Valparaíso;NA;Titular1375;Nombre1375;Solar;0.456;8.91;150;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1933;Nombre1933;Solar;0.24;9.59;234;5
Región del Maule;NA;Titular2209;Nombre2209;Solar;0.36;11.33;154;3
Región del Maule;NA;Titular2106;Nombre2106;Solar;4.8;201;7;4
Región del Biobío;NA;Titular1709;Nombre1709;Solar;0.216;11.016;368;2
Región de Antofagasta;NA;Titular90;Nombre90;Solar;11.904;671;94;4
Región de Atacama;NA;Titular414;Nombre414;Solar;0.264;12.6;105;2
Región de Los Lagos;NA;Titular864;Nombre864;Solar;0.648;13.688;490;3
Región de Los Lagos;NA;Titular823;Nombre823;Eólica;5.76;173.6;130;9
Región de Ñuble;NA;Titular1103;Nombre1103;Solar;9.6;173;464;2
Región del Biobío;NA;Titular1543;Nombre1543;Eólica;3.744;95.2;328;9
Región de Atacama;NA;Titular406;Nombre406;Solar;3.12;100;84;5
Región del Maule;NA;Titular2351;Nombre2351;Solar;0.24;11.44;154;2
Región de Los Lagos;NA;Titular814;Nombre814;Eólica;0.384;21.6;40;13
Región de Valparaíso;NA;Titular1510;Nombre1510;Solar;0.2376;10.84;70;4
Región del Biobío;NA;Titular1712;Nombre1712;Solar;0.192;8;256;5
Región de Antofagasta;NA;Titular253;Nombre253;Solar;0.288;13.9;56;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1778;Nombre1778;Solar;1.584;24;96;3
Región de Los Ríos;NA;Titular879;Nombre879;Eólica;7.6608;216;644;9
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1975;Nombre1975;Solar;0.2688;11.188;132;4
Región de Ñuble;NA;Titular963;Nombre963;Solar;0.312;10.8;352;3
Región de Ñuble;NA;Titular1098;Nombre1098;Solar;0.18;7.5;656;4
Región de Los Lagos;NA;Titular842;Nombre842;Hidro;0.288;6;220;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1899;Nombre1899;Solar;0.36;7.14;102;5
Región de Antofagasta;NA;Titular180;Nombre180;Solar;2.16;126;10;3
Región de Coquimbo;NA;Titular557;Nombre557;Solar;0.192;12.5;124;3
Región de Los Lagos;NA;Titular856;Nombre856;Solar;0.336;7.11;200;4
Región de Coquimbo;NA;Titular540;Nombre540;Solar;3.312;172.68;32;2
Región de Ñuble;NA;Titular1048;Nombre1048;Solar;0.408;17.7;256;4
Región de Valparaíso;NA;Titular1223;Nombre1223;Solar;0.36;7.14;160;5
Región de La Araucanía;NA;Titular719;Nombre719;Solar;0.264;11.04;153;4
Región del Maule;NA;Titular2218;Nombre2218;Solar;0.24;11;336;4
Región del Biobío;NA;Titular1694;Nombre1694;Solar;0.156;6.78;80;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1870;Nombre1870;Solar;0.24;10.8;6;4
Región de Ñuble;NA;Titular980;Nombre980;Solar;0.264;10.52;144;2
Región del Maule;NA;Titular2360;Nombre2360;Solar;2.4;100;49;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1883;Nombre1883;Solar;1.584;24;132;5
Región de Valparaíso;NA;Titular1422;Nombre1422;Solar;0.24;11.2617;75;2
Región de Atacama;NA;Titular468;Nombre468;Solar;0.2376;10.89;84;3
Región de Antofagasta;NA;Titular135;Nombre135;Solar;0.324;10.752;84;4
Región de Arica y Parinacota;NA;Titular275;Nombre275;Solar;5.04;358.67;75;3
Región del Biobío;NA;Titular1582;Nombre1582;Eólica;6.72;198;128;13
Región del Biobío;NA;Titular1567;Nombre1567;Eólica;5.52;184.8;120;13
Región de Valparaíso;NA;Titular1261;Nombre1261;Solar;1.8;50.24;75;5
Región del Maule;NA;Titular2202;Nombre2202;Solar;1.2144;22;287;2
Región de Atacama;NA;Titular351;Nombre351;Solar;0.2568;10.66;6;5
Región de Atacama;NA;Titular394;Nombre394;Solar;3.48;192.72;36;5
Región del Maule;NA;Titular2229;Nombre2229;Solar;0.24;11.44;42;5
Región del Maule;NA;Titular2277;Nombre2277;Solar;0.18;7.01;308;2
Región del Maule;NA;Titular2337;Nombre2337;Solar;0.216;8.208;189;4
Región de Ñuble;NA;Titular1034;Nombre1034;Solar;0.36;10.85;704;4
Región de Ñuble;NA;Titular1006;Nombre1006;Solar;0.288;12;800;5
Región de Ñuble;NA;Titular974;Nombre974;Solar;0.3288;9;32;5
Región del Maule;NA;Titular2204;Nombre2204;Solar;0.264;10.53;245;4
Región de Antofagasta;NA;Titular64;Nombre64;Solar;0.324;10.82;94;5
Región del Maule;NA;Titular2154;Nombre2154;Solar;0.096;3.6;119;4
Región del Biobío;NA;Titular1695;Nombre1695;Solar;0.288;12;176;5
Región del Maule;NA;Titular2201;Nombre2201;Solar;3.12;90;308;5
Región del Maule;NA;Titular2268;Nombre2268;Solar;3.12;90;210;3
Región de Coquimbo;NA;Titular489;Nombre489;Eólica;6.9624;92.4;64;16
Región de Ñuble;NA;Titular1043;Nombre1043;Solar;0.288;12;160;2
Región de La Araucanía;NA;Titular765;Nombre765;Solar;0.264;11.13;351;3
Región de Valparaíso;NA;Titular1248;Nombre1248;Solar;0.2088;8.02;215;5
Región de Valparaíso;NA;Titular1394;Nombre1394;Solar;0.0744;2.3;20;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1752;Nombre1752;Solar;0.276;9;114;2
Región del Maule;NA;Titular2297;Nombre2297;Solar;0.2904;10.78;294;5
Región de Antofagasta;NA;Titular47;Nombre47;Eólica-Solar;14.9736;614;58;13
Región de Antofagasta;NA;Titular111;Nombre111;Solar;0.36;9;90;3
Región del Maule;NA;Titular2088;Nombre2088;Solar;0.288;12;343;5
Región de Antofagasta;NA;Titular249;Nombre249;Solar;5.952;263.45;32;5
Región de Ñuble;NA;Titular1107;Nombre1107;Solar;0.312;10.8;560;3
Región del Maule;NA;Titular2283;Nombre2283;Solar;0.24;8.43;336;4
Región de Atacama;NA;Titular342;Nombre342;Solar;2.16;79;42;3
Región del Biobío;NA;Titular1629;Nombre1629;Solar;0.216;11.016;136;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1756;Nombre1756;Solar;0.48;10.52;72;4
Región de Coquimbo;NA;Titular625;Nombre625;Solar;1.584;29;172;3
Región de Tarapacá;NA;Titular1158;Nombre1158;Solar;0.48;9.02;28;4
Región de La Araucanía;NA;Titular705;Nombre705;Solar;0.264;11.13;369;5
Región de Tarapacá;NA;Titular1131;Nombre1131;Solar;0.288;13;36;3
Región de La Araucanía;NA;Titular731;Nombre731;Solar;0.288;11.07;252;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2018;Nombre2018;Solar;0.288;12;144;4
Región de Valparaíso;NA;Titular1521;Nombre1521;Solar;0.792;18.24;160;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1916;Nombre1916;Solar;0.216;10.69;18;3
Región del Biobío;NA;Titular1601;Nombre1601;Hidro;10.08;169.8;200;2
Región de Antofagasta;NA;Titular14;Nombre14;Eólica;6.168;280;18;11
Región de Ñuble;NA;Titular991;Nombre991;Solar;0.264;9.47;640;3
Región de Coquimbo;NA;Titular570;Nombre570;Solar;0.36;10.85;76;5
Región de Atacama;NA;Titular467;Nombre467;Solar;0.288;9;27;3
Región de Los Lagos;NA;Titular849;Nombre849;Solar;0.36;9;440;2
Región de Valparaíso;NA;Titular1522;Nombre1522;Solar;8.4;349.245;65;4
Región de Ñuble;NA;Titular1012;Nombre1012;Solar;0.264;10.52;576;4
Región de Ñuble;NA;Titular957;Nombre957;Solar;9.6;173;160;4
Región del Maule;NA;Titular2076;Nombre2076;Solar;0.288;12;350;2
Región de Ñuble;NA;Titular940;Nombre940;Eólica;4.128;115.2;512;9
Región de Atacama;NA;Titular306;Nombre306;Eólica;4.3608;173.25;123;8
Región de Valparaíso;NA;Titular1332;Nombre1332;Solar;0.288;11.73;125;2
Región de Tarapacá;NA;Titular1138;Nombre1138;Solar;66.9384;1009.28;49;5
Región de Valparaíso;NA;Titular1307;Nombre1307;Solar;0.2664;9.27;50;5
Región de Los Lagos;NA;Titular817;Nombre817;Eólica;0.408;16.8;80;12
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1955;Nombre1955;Solar;0.24;9.79;72;3
Región del Maule;NA;Titular2264;Nombre2264;Solar;0.048;2.2;119;3
Región del Biobío;NA;Titular1561;Nombre1561;Eólica;0.408;16.8;360;15
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1757;Nombre1757;Solar;0.264;11;162;2
Región de Valparaíso;NA;Titular1214;Nombre1214;Eólica;1.8;63;45;10
Región de Los Lagos;NA;Titular808;Nombre808;Eólica;0.408;16.8;180;16
Región de La Araucanía;NA;Titular734;Nombre734;Solar;0.12;3.66;387;5
Región de Antofagasta;NA;Titular198;Nombre198;Solar;0.36;9;20;5
Región del Maule;NA;Titular2058;Nombre2058;Solar;0.24;11.4;175;4
Región de Valparaíso;NA;Titular1275;Nombre1275;Solar;0.2952;10.8;230;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1849;Nombre1849;Solar;0.36;9;228;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1905;Nombre1905;Solar;0.264;9;144;3
Región de Ñuble;NA;Titular1086;Nombre1086;Solar;0.264;10.52;448;2
Región de Valparaíso;NA;Titular1463;Nombre1463;Solar;2.5296;100;50;4
Región del Biobío;NA;Titular1599;Nombre1599;Hidro;0.408;5.8;264;6
Región del Maule;NA;Titular2322;Nombre2322;Solar;2.4;100;245;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1876;Nombre1876;Solar;0.156;9;192;4
Región del Maule;NA;Titular2091;Nombre2091;Solar;4.8;90;224;4
Región de Tarapacá;NA;Titular1212;Nombre1212;Solar;0.0864;4.21;37;2
Región del Biobío;NA;Titular1672;Nombre1672;Solar;0.216;11.016;264;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1762;Nombre1762;Solar;0.264;11;114;3
Región de Antofagasta;NA;Titular139;Nombre139;Solar;10.8;726;26;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1994;Nombre1994;Solar;0.2832;11.76;48;2
Región de La Araucanía;NA;Titular681;Nombre681;Eólica;1.704;33.6;135;9
Región de Magallanes y de la Antártica Chilena;NA;Titular931;Nombre931;Eólica;12;384;120;8
Región de Tarapacá;NA;Titular1166;Nombre1166;Solar;0.324;9;3;2
Región de Coquimbo;NA;Titular647;Nombre647;Solar;7.128;394;60;2
Región de Valparaíso;NA;Titular1322;Nombre1322;Solar;0.288;10.44;75;2
Región de Ñuble;NA;Titular1070;Nombre1070;Solar;0.1368;9.84;560;4
Región de Los Lagos;NA;Titular854;Nombre854;Solar;0.336;7.11;370;3
Región de Ñuble;NA;Titular1037;Nombre1037;Solar;0.24;10.66;112;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1727;Nombre1727;Eólica;9.6;364;264;8
Región de Valparaíso;NA;Titular1489;Nombre1489;Solar;9.2472;130;35;3
Región del Maule;NA;Titular2093;Nombre2093;Solar;0.24;10.5;329;4
Región de Atacama;NA;Titular449;Nombre449;Solar;1.7424;30;69;3
Región de Valparaíso;NA;Titular1407;Nombre1407;Solar;0.324;8.9832;125;2
Región de Valparaíso;NA;Titular1224;Nombre1224;Solar;0.1032;3.48;60;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2029;Nombre2029;Solar;0.216;9;138;4
Región del Maule;NA;Titular2317;Nombre2317;Solar;2.4;100;189;4
Región de Antofagasta;NA;Titular110;Nombre110;Solar;2.16;126;72;2
Región de Valparaíso;NA;Titular1530;Nombre1530;Solar;0.24;11;170;5
Región de Ñuble;NA;Titular1017;Nombre1017;Solar;0.24;9;208;5
Región de Valparaíso;NA;Titular1470;Nombre1470;Solar;0.324;8.9832;115;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1993;Nombre1993;Solar;0.36;10.3;264;2
Región de Ñuble;NA;Titular1021;Nombre1021;Solar;0.168;6.089;32;2
Región de Coquimbo;NA;Titular520;Nombre520;Solar;0.264;9;128;5
Región de Coquimbo;NA;Titular649;Nombre649;Solar;0.7056;7;144;2
Región del Maule;NA;Titular2328;Nombre2328;Solar;0.2928;10.178;273;2
Región del Maule;NA;Titular2370;Nombre2370;Solar;0.2448;10.77;70;3
Región de Antofagasta;NA;Titular238;Nombre238;Solar;4.8;262.68;32;3
Región de Ñuble;NA;Titular956;Nombre956;Solar;0.36;11.1;496;4
Región del Maule;NA;Titular2371;Nombre2371;Solar;0.24;9;329;5
Región de Antofagasta;NA;Titular104;Nombre104;Solar;0.288;9;62;5
Región del Biobío;NA;Titular1686;Nombre1686;Solar;0.288;10;120;3
Región de Valparaíso;NA;Titular1494;Nombre1494;Solar;0.216;10.71;125;4
Región de Ñuble;NA;Titular1095;Nombre1095;Solar;0.216;11.016;96;3
Región del Biobío;NA;Titular1588;Nombre1588;Hidro;0.408;5.8;104;5
Región del Maule;NA;Titular2041;Nombre2041;Hidro;0.432;6.6;70;3
Región de Atacama;NA;Titular420;Nombre420;Solar;0.288;10.92;60;3
Región de Los Lagos;NA;Titular788;Nombre788;Eólica;0.408;16.8;500;13
Región del Biobío;NA;Titular1645;Nombre1645;Solar;0.216;11.016;192;2
Región de Atacama;NA;Titular396;Nombre396;Solar;0.288;11.84;126;4
Región de Los Ríos;NA;Titular893;Nombre893;Hidro;0.036;1.5;42;5
Región de Atacama;NA;Titular474;Nombre474;Solar;0.288;12.5;93;5
Región de Valparaíso;NA;Titular1436;Nombre1436;Solar;0.144;7.5;10;3
Región de Valparaíso;NA;Titular1216;Nombre1216;Solar;0.264;8.73;205;4
Región del Maule;NA;Titular2352;Nombre2352;Solar;0.288;11.82;140;4
Región de Coquimbo;NA;Titular614;Nombre614;Solar;0.7056;7;116;5
Región de Coquimbo;NA;Titular559;Nombre559;Solar;0.432;12.2;108;2
Región de Los Ríos;NA;Titular895;Nombre895;Hidro;0.108;3;448;4
Región de Ñuble;NA;Titular984;Nombre984;Solar;0.216;7.205;176;2
Región de Los Lagos;NA;Titular830;Nombre830;Eólica;0.408;16.8;60;12
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1775;Nombre1775;Solar;3.36;175;252;2
Región de Coquimbo;NA;Titular504;Nombre504;Solar;1.5408;74.659;120;4
Región de Coquimbo;NA;Titular516;Nombre516;Solar;0.288;9;48;5
Región de Los Ríos;NA;Titular866;Nombre866;Eólica;0.36;13.09;168;15
Región de Ñuble;NA;Titular1027;Nombre1027;Solar;0.168;7.113;368;2
Región de Atacama;NA;Titular331;Nombre331;Solar;5.28;222.16;30;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2027;Nombre2027;Solar;0.432;9.22;186;4
Región de Coquimbo;NA;Titular644;Nombre644;Solar;0.288;9;48;3
Región del Biobío;NA;Titular1568;Nombre1568;Eólica;8.76;302.4;72;8
Región del Maule;NA;Titular2153;Nombre2153;Solar;0.2568;10.66;63;4
Región de Antofagasta;NA;Titular181;Nombre181;Solar;5.952;248;58;3
Región de Tarapacá;NA;Titular1155;Nombre1155;Solar;0.324;9;18;2
Región del Maule;NA;Titular2291;Nombre2291;Solar;0.216;10.67;21;2
Región del Maule;NA;Titular2286;Nombre2286;Solar;1.584;24;182;5
Región de Valparaíso;NA;Titular1408;Nombre1408;Solar;0.3864;6.098;185;5
Región del Biobío;NA;Titular1680;Nombre1680;Solar;0.24;10.7;352;3
Región de Arica y Parinacota;NA;Titular303;Nombre303;Solar;1.584;16.77;465;4
Región de Coquimbo;NA;Titular529;Nombre529;Solar;0.264;9;84;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1783;Nombre1783;Solar;0.1824;7.89;54;4
Región de Ñuble;NA;Titular1113;Nombre1113;Solar;0.18;7.5;592;2
Región del Biobío;NA;Titular1585;Nombre1585;Eólica;6.72;198;8;11
Región del Maule;NA;Titular2224;Nombre2224;Solar;1.92;110.24;56;5
Región de Tarapacá;NA;Titular1164;Nombre1164;Solar;66.9384;1009.28;6;3
Región del Biobío;NA;Titular1715;Nombre1715;Solar;0.24;10.61;392;3
Región de Valparaíso;NA;Titular1219;Nombre1219;Solar;0.2688;10.89;215;2
Región de Atacama;NA;Titular316;Nombre316;Solar;1.152;62.84;27;5
Región de Coquimbo;NA;Titular663;Nombre663;Solar;0.336;11.1;40;2
Región de Ñuble;NA;Titular1041;Nombre1041;Solar;0.24;11;592;2
Región de Valparaíso;NA;Titular1370;Nombre1370;Solar;3;70;75;4
Región de La Araucanía;NA;Titular709;Nombre709;Solar;0.264;11.13;72;3
Región de Valparaíso;NA;Titular1230;Nombre1230;Solar;0.1272;2.58;215;3
Región de Antofagasta;NA;Titular35;Nombre35;Eólica;6.168;280;2;13
Región de Magallanes y de la Antártica Chilena;NA;Titular930;Nombre930;Eólica;12;325;84;8
Región de Tarapacá;NA;Titular1207;Nombre1207;Solar;0.072;3.12;15;3
Región de Valparaíso;NA;Titular1331;Nombre1331;Solar;0.2568;10.52;190;2
Región de Valparaíso;NA;Titular1509;Nombre1509;Solar;0.084;4.04;65;3
Región de Coquimbo;NA;Titular583;Nombre583;Solar;0.192;12.5;164;2
Región de Antofagasta;NA;Titular121;Nombre121;Solar;3.432;200;24;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1929;Nombre1929;Solar;0.276;8;276;4
Región del Biobío;NA;Titular1537;Nombre1537;Eólica;0.408;16.2;304;13
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1731;Nombre1731;Hidro;0.1536;2.56;108;3
Región de Atacama;NA;Titular385;Nombre385;Solar;0.324;9;57;5
Región de Coquimbo;NA;Titular668;Nombre668;Solar;0.288;9;156;2
Región de Antofagasta;NA;Titular128;Nombre128;Solar;0.288;12;88;4
Región de Antofagasta;NA;Titular143;Nombre143;Solar;0.4752;9;74;5
Región de Atacama;NA;Titular399;Nombre399;Solar;0.2088;5.14;93;5
Región del Maule;NA;Titular2044;Nombre2044;Solar;0.288;13.3;287;2
Región del Maule;NA;Titular2119;Nombre2119;Solar;0.264;11;280;4
Región del Biobío;NA;Titular1572;Nombre1572;Eólica;13.68;475.2;248;14
Región del Biobío;NA;Titular1677;Nombre1677;Solar;0.288;12;32;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1977;Nombre1977;Solar;0.1872;8;180;3
Región del Maule;NA;Titular2251;Nombre2251;Solar;0.216;8.208;301;2
Región de Atacama;NA;Titular359;Nombre359;Solar;1.9968;129;93;5
Región de Valparaíso;NA;Titular1446;Nombre1446;Solar;0.84;9;225;3
Región de Valparaíso;NA;Titular1410;Nombre1410;Solar;0.264;11;65;5
Región del Biobío;NA;Titular1681;Nombre1681;Solar;0.288;12;32;5
Región de La Araucanía;NA;Titular703;Nombre703;Hidro;0.216;3.7;252;5
Región de Ñuble;NA;Titular1059;Nombre1059;Solar;0.2568;10.65;544;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1931;Nombre1931;Solar;0.48;10.52;60;3
Región de Valparaíso;NA;Titular1507;Nombre1507;Solar;8.4;299;200;5
Región del Maule;NA;Titular2295;Nombre2295;Solar;0.216;11.016;259;5
Región de Valparaíso;NA;Titular1430;Nombre1430;Solar;0.144;7.5;60;4
Región de Los Ríos;NA;Titular881;Nombre881;Eólica;0.4944;13.5;210;13
Región del Biobío;NA;Titular1593;Nombre1593;Hidro;10.08;169.8;80;3
Región de Tarapacá;NA;Titular1145;Nombre1145;Solar;0.432;9;20;2
Región del Biobío;NA;Titular1656;Nombre1656;Solar;0.288;9;192;3
Región del Maule;NA;Titular2075;Nombre2075;Solar;0.2568;10.66;28;2
Región de Ñuble;NA;Titular1024;Nombre1024;Solar;3.84;193.8;480;3
Región de Los Ríos;NA;Titular887;Nombre887;Hidro;10.608;170;140;4
Región de Coquimbo;NA;Titular486;Nombre486;Eólica;3.6;79.2;164;11
Región de Coquimbo;NA;Titular652;Nombre652;Solar;0.192;12.5;88;3
Región de Coquimbo;NA;Titular601;Nombre601;Solar;0.288;9;192;4
Región de Ñuble;NA;Titular1047;Nombre1047;Solar;0.264;11;688;4
Región de Arica y Parinacota;NA;Titular297;Nombre297;Solar;0.24;6.79;495;4
Región de Antofagasta;NA;Titular196;Nombre196;Solar;0.288;9;84;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1913;Nombre1913;Solar;0.288;7.61;60;3
Región de Antofagasta;NA;Titular251;Nombre251;Solar;9.6;404;78;2
Región de Atacama;NA;Titular436;Nombre436;Solar;0.216;7.45;114;3
Región de Valparaíso;NA;Titular1468;Nombre1468;Solar;8.4;349.245;70;2
Región de Antofagasta;NA;Titular175;Nombre175;Solar;2.64;112.58;4;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2031;Nombre2031;Solar;0.288;10.8;180;2
Región de Antofagasta;NA;Titular174;Nombre174;Solar;0.288;9.9;20;5
Región de Ñuble;NA;Titular973;Nombre973;Solar;0.288;9;704;4
Región del Maule;NA;Titular2174;Nombre2174;Solar;0.1584;7.2;91;5
Región de Antofagasta;NA;Titular122;Nombre122;Solar;0.312;14.8;42;5
Región de Valparaíso;NA;Titular1265;Nombre1265;Solar;0.2616;10.8;85;4
Región de Valparaíso;NA;Titular1290;Nombre1290;Solar;8.4;299;20;3
Región de Tarapacá;NA;Titular1144;Nombre1144;Solar;0.072;4.61;45;5
Región de Coquimbo;NA;Titular568;Nombre568;Solar;0.2448;10.9;104;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1787;Nombre1787;Solar;12;249.7;18;5
Región del Biobío;NA;Titular1610;Nombre1610;Solar;0.2448;11.36;128;2
Región de Valparaíso;NA;Titular1252;Nombre1252;Solar;2.304;96;70;5
Región de Coquimbo;NA;Titular579;Nombre579;Solar;0.288;11.78;20;5
Región del Maule;NA;Titular2114;Nombre2114;Solar;2.112;90;203;3
Región del Maule;NA;Titular2331;Nombre2331;Solar;0.792;48.2;315;4
Región de Antofagasta;NA;Titular103;Nombre103;Solar;8.64;750;28;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1910;Nombre1910;Solar;0.312;9.97;36;5
Región de Ñuble;NA;Titular1036;Nombre1036;Solar;0.216;7.205;720;4
Región del Biobío;NA;Titular1714;Nombre1714;Solar;0.24;10.53;56;2
Región de Arica y Parinacota;NA;Titular266;Nombre266;Solar;0.288;13.8;585;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1935;Nombre1935;Solar;0.156;9;42;4
Región del Maule;NA;Titular2124;Nombre2124;Solar;0.2256;10.5;133;5
Región de Valparaíso;NA;Titular1338;Nombre1338;Solar;0.96;55;40;4
Región de Antofagasta;NA;Titular159;Nombre159;Solar;0.288;9;12;5
Región del Maule;NA;Titular2271;Nombre2271;Solar;0.288;12;98;5
Región de Coquimbo;NA;Titular591;Nombre591;Solar;0.216;11.25;140;2
Región de Ñuble;NA;Titular939;Nombre939;Eólica;11.28;187.2;304;9
Región de Tarapacá;NA;Titular1149;Nombre1149;Solar;0.672;9;42;2
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1944;Nombre1944;Solar;0.264;9;294;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular2033;Nombre2033;Solar;0.24;3.24;72;5
Región del Biobío;NA;Titular1565;Nombre1565;Eólica;13.68;475.2;232;11
Región del Biobío;NA;Titular1668;Nombre1668;Solar;0.24;11.016;72;2
Región del Maule;NA;Titular2143;Nombre2143;Solar;0.096;3.6;231;3
Región de Valparaíso;NA;Titular1418;Nombre1418;Solar;9.2472;130;165;4
Región del Maule;NA;Titular2252;Nombre2252;Solar;0.264;11;14;4
Región de Ñuble;NA;Titular1023;Nombre1023;Solar;0.192;8;704;5
Región de Los Ríos;NA;Titular915;Nombre915;Solar;0.24;10.33;154;4
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1908;Nombre1908;Solar;0.24;3.24;228;3
Región de Tarapacá;NA;Titular1136;Nombre1136;Solar;10.32;610;28;3
Región de Ñuble;NA;Titular1067;Nombre1067;Solar;0.288;12;704;2
Región del Maule;NA;Titular2220;Nombre2220;Solar;0.264;10.53;56;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1790;Nombre1790;Solar;0.36;12.5;90;2
Región de Los Lagos;NA;Titular777;Nombre777;Eólica;1.836;42.5;260;8
Región del Biobío;NA;Titular1692;Nombre1692;Solar;0.168;6.77;304;3
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1960;Nombre1960;Solar;0.2064;7.83;30;4
Región de Coquimbo;NA;Titular585;Nombre585;Solar;0.216;10.466;72;4
Región de Los Ríos;NA;Titular914;Nombre914;Solar;0.36;13.2;322;2
Región de Valparaíso;NA;Titular1280;Nombre1280;Solar;0.1896;6;185;2
Región de Antofagasta;NA;Titular228;Nombre228;Solar;0.276;10.725;46;3
Región de Los Ríos;NA;Titular905;Nombre905;Solar;0.36;9;504;5
Región de Ñuble;NA;Titular937;Nombre937;Eólica;7.2;248;144;9
Región de Antofagasta;NA;Titular93;Nombre93;Solar;4.8;155;82;5
Región de Atacama;NA;Titular477;Nombre477;Solar;3.12;95;102;5
Región del Biobío;NA;Titular1670;Nombre1670;Solar;0.2448;11.36;24;5
Región del Maule;NA;Titular2238;Nombre2238;Solar;0.24;10.5;266;4
Región de Antofagasta;NA;Titular137;Nombre137;Solar;0.2448;9;68;2
Región de Atacama;NA;Titular386;Nombre386;Solar;0.288;9;99;2
Región de Ñuble;NA;Titular945;Nombre945;Eólica;11.28;187.2;672;12
Región de Arica y Parinacota;NA;Titular300;Nombre300;Solar;8.232;198.04;315;5
Región del Libertador Gral. Bernardo O’Higgins;NA;Titular1885;Nombre1885;Solar;0.2016;8.5;294;4
