Region;Comuna;Titular;Nombre;Tecnologia;Inversion_MMUS;Capacidad_MW;Posicion
Región de Atacama;Copiapó;GR Nahuelbuta SpA;Planta Fotovoltaica Travesia;Solar;9.9;10.89;16
Región de Valparaíso;Nogales;NAVIO SOLAR SPA;PARQUE FOTOVOLTAICO EL NAVIO;Solar;11.1;9.27;2
Región de La Araucanía;Villarrica;ENERGIA RENOVABLE TOPACIO SPA;Parque Fotovoltaico La Punta;Solar;11;11.0;14
Región del Maule;Río Claro;Pedraza Energía SpA;PSF Itahue 1;Solar;10;11.4;13
Región de Valparaíso;Quillota;PLANTA SOLAR LA ESMERALDA SPA;PLANTA SOLAR LA ESMERALDA;Solar;10;11.2617;2
Región del Maule;Teno-Rauco;LUN SPA;Parque Solar Fotovoltaico Lun;Solar;10.7;10.7;13
Región de Arica y Parinacota;Arica;Solarpack Chile Limitada;Ampliación Parque Fotovoltaico San Marcos;Solar;10;9.644;5
Región del Libertador Gral. Bernardo O’Higgins;Rancagua-Olivar;PER LICANCABUR SPA;Parque Solar Fotovoltaico Agnis;Solar;18;9.0;6
Región del Libertador Gral. Bernardo O’Higgins;Las Cabras;PV Power Chile SpA;Parque Fotovoltaico Cocalán;Solar;10.7;10.52;6
Región de Valparaíso;Casablanca;Las Palmas FV SPA;PMGD Sol de Valle Hermoso;Solar;8;10.5;2
Región de Atacama;Diego de Almagro;Inmobiliaria e Inversiones Los Coihues S.A.;Parque Fotovoltaico Diego de Almagro;Solar;10.1;11.5;16
Región de Antofagasta;Calama;ANDES GREEN COMPANY SOCIEDAD ANONIMA;SEONGNAM;Solar;2789.1;1009.0;7
Región de La Araucanía;Gorbea;ENERGIA RENOVABLE AZABACHE SPA;Parque Fotovoltaico Donguil Solar;Solar;11;11.0;14
Región de Ñuble;San Carlos-Quirihue-Ninhue;UKA CHILE;Parque Eólico Culenco;Eólica;305;256.0;3
Región de Los Lagos;Frutillar;Windkraft _Villa Alegre 1 SPA;Instalación de 3 Aerogeneradores Villa Alegre 1;Eólica;17;16.8;12
Región de Tarapacá;Pozo Almonte;TAMARINDO SOLAR SPA;Proyecto Fotovoltaico con Almacenamiento Tamarindo;Solar;20;9.02;8
Región del Libertador Gral. Bernardo O’Higgins;Rengo;ENERGÉTICA SOLAR LAS NIEVES SPA;Energética Solar Las Nieves;Solar;18;9.22;6
Región del Biobío;Cabrero;Wind 3 SpA;Parque Eólico Cabrero;Eólica;156;95.2;9
Región del Libertador Gral. Bernardo O’Higgins;Rancagua;Parque Fotovoltaico Cadena SpA;Parque Fotovoltaico Doña Mago;Solar;11;11.0;6
Región del Libertador Gral. Bernardo O’Higgins;Mostazal;CVE Proyecto Treinta y Tres SpA;Artemisa Solar;Solar;8.4;8.5;6
Región de Antofagasta;María Elena;INVERSIONES KIMAL SOLAR SPA;Parque Kimal Solar;Solar;225;251.37;7
Región de Atacama;Vallenar-Freirina;Corinto Solar SpA;Parque Fotovoltaico Corinto Solar;Solar;200;234.01;16
Región de Atacama;Diego de Almagro;Empresa de Desarrollo de Energías Renovables Alen Walung S.A.;Proyecto Llanta Norte 2;Solar;90;68.0;16
Región de Antofagasta;Sierra Gorda;Enel Green Power del Sur S.P.A.;Planta Fotovoltaica Sierra Gorda Solar;Solar;400;404.0;7
Región del Maule;Longaví;MANZANARES ENERGIA SPA;Parque Solar Fotovoltaico Ballota;Solar;10;8.43;13
Región Metropolitana de Santiago;San Bernardo;Energy Lancuyen SpA;Planta Solar Los Pétalos;Solar;10;11.0;1
Región de Atacama;Diego de Almagro;Colbún S.A.;Proyecto Diego de Almagro Sur 2;Solar;86;128.8;16
Región de Los Lagos;Frutillar-Puerto Octay;AM Eólica Puelche Sur SpA;Parque Eólico Puelche Sur;Eólica;260;153.0;12
Región de Antofagasta;Taltal;Parque Eolico Thayari SpA;Parque Eólico y Solar Thayari;Eólica-Solar;407;364.0;7
Región Metropolitana de Santiago;Talagante;Consorcio Santa Marta S. A.;Proyecto Solar Fotovoltaico Martasol;Solar;10;12.9;1
Región de Magallanes y de la Antártica Chilena;Punta Arenas;Eólica Faro del Sur S.P.A;Parque Eólico Faro del Sur;Eólica;500;325.0;11
Región Metropolitana de Santiago;Quilicura;Inmobiliaria Cañadilla SpA;Planta Fotovoltaica Hugo Lorenzo;Solar;46;33.6;1
Región del Maule;Teno;Teno Solar IV S.p.A.;Planta Fotovoltaica Teno IV Solar;Solar;10;11.0;13
Región del Libertador Gral. Bernardo O’Higgins;Rengo;Fotovoltaica Quinta de Tilcoco SpA;Parque Fotovoltaico Valle Hermoso;Solar;12;12.02;6
Región de Atacama;Copiapó;Parque Solar Tabolango SpA;Parque Fotovoltaico Bramada;Solar;10.7;10.66;16
Región de Atacama;Copiapó;GR Algarrobo SpA;Planta Fotovoltaica Mirador;Solar;9;7.26;16
Región de Antofagasta;Mejillones;AR Changos Solar SpA;PLANTA FOTOVOLTAICA AR CHANGOS SOLAR;Solar;280;471.29;7
Región del Biobío;Los Angeles;SANTA BARBARA ENERGY SpA;Santa Barbara Solar;Solar;8;6.0;9
Región de Antofagasta;Antofagasta;GRENERGY RENOVABLES PACIFIC LIMITADA;Planta Fotovoltaica Zaturno 9 MW;Solar;13.5;10.79;7
Región de Valparaíso;Cabildo;LUZ DE SOL 5 SPA;Parque Fotovoltaico Cabildo Solar;Solar;60;66.18;2
Región de Valparaíso;La Ligua-Papudo;QUINQUIMO SOLAR SPA;Quinquimo Solar;Solar;85;127.7;2
Región de Atacama;Vallenar;GR Carza SpA;Planta Fotovoltaica Astillas;Solar;13.5;9.0;16
Región de Atacama;Freirina;SAN JUAN S.A;Ampliación Parque Eólico San Juan;Eólica;200;64.8;16
Región de Ñuble;Yungay;Solar TI Quince SpA.;Parque Fotovoltaico Pellín;Solar;10.3;11.7;3
Región de Los Ríos;La Unión-Paillaco;Parque Eólico Ovejera Sur SpA;PARQUE EÓLICO OVEJERA SUR;Eólica;280;216.0;4
Región del Libertador Gral. Bernardo O’Higgins;Chimbarongo;Chucao SpA;Parque Solar Chucao;Solar;15;17.16;6
Región Metropolitana de Santiago;Melipilla-María Pinto;PSF Canastero Spa;Planta Solar Fotovoltaica Canastero;Solar;150;90.0;1
Región de Valparaíso;Catemu;Catemu Solar SpA;Parque Solar Fotovoltaico Yahutela;Solar;8.5;9.3912;2
Región Metropolitana de Santiago;Talagante;MACAO SOLAR SpA;Nueva Central Solar Fotovoltaica MACAO;Solar;9.6;9.61;1
Región de Valparaíso;Panquehue;CVE Proyecto Sesenta SpA;Parque Fotovoltaico Leonera Solar;Solar;11;8.73;2
Región del Maule;Maule;Solek Chile Services SpA;Parque Fotovoltaico Numpay;Solar;10;10.66;13
Región de La Araucanía;Loncoche;PERROTUE SOLAR SPA;Parque Fotovoltaico Patarona Solar;Solar;5;8.3;14
Región Metropolitana de Santiago;Paine;Salado Energy SpA;Ampliación Parque Fotovoltaico Gabardo del Verano;Solar;6.2;6.01;1
Región de Arica y Parinacota;Arica;GRENERGY RENOVABLES PACIFIC LIMITADA;Planta Fotovoltaica Arica 9 MW;Solar;11.5;10.75;5
Región de Valparaíso;Putaendo;SLK CB NUEVE SpA;Ampliación Parque Solar Rinconada Sur;Solar;0.4;0.5;2
Región Metropolitana de Santiago;Til-Til;CVE Proyecto Seis SpA;SANTA INÉS SOLAR;Solar;15;6.9;1
Región de La Araucanía;Collipulli;GAIA SOLAR SPA;Planta Solar Collipulli;Solar;8;11.52;14
Región de Ñuble;Yungay;MVC SOLAR 60 SpA;Parque Fotovoltaico Campanario;Solar;11;9.47;3
Región del Biobío;Mulchén;TIERRA SOLAR SpA;Parque Solar Mulchén Santa Bárbara 1;Solar;12;12.0;9
Región del Biobío;Los Angeles;BUTLER CORPORATION SPA;El Avellano Solar;Solar;8;8.0;9
Región de Ñuble;San Carlos-Quirihue-Ninhue;PLAN 8 Energía Infinita Ltda;Parque Eólico Culenco;Eólica;300;248.0;3
Región del Libertador Gral. Bernardo O’Higgins;Nancagua;GRENERGY RENOVABLES PACIFIC LIMITADA;Planta Fotovoltaica Rovian;Solar;6.9;7.0;6
